id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
74;https://www.merlot.org/merlot/viewMaterial.htm?id=76249;Science and Technology/Biology;The Bioluminescence Web Page;The Bioluminescence Web Page;This site provides information, images, and videos about the phenomenon of bioluminescence in a range of organisms.;Reference Material;English;Medio bassa;Website;0-30;['Middle School', 'High School', 'College General Ed'];11;20;
75;https://www.merlot.org/merlot/viewMaterial.htm?id=76843;Science and Technology/Agriculture and Environmental Sciences/Plant Sciences;plant,light;Plant Anatomy Laboratory;This site is being developed by James D. Mauseth at the University of Texas, who is the author of Plant Anatomy. This excellent web site is being created for people who study Plant Anatomy and provides light micrographs of cell types and tissues that are in the textbook. This site contents 21 chapters as the same titles as those in the textbook Plant Anatomy. Some of micrographs can be enlarged by clicking on them.... Show More;Open (Access) Textbook;English;Media;Website;30-60;['College General Ed', 'Graduate School'];18;28;
76;https://www.merlot.org/merlot/viewMaterial.htm?id=76507;Humanities/World Languages/Portuguese/culture;include,levels,spanish,interviews,materials;Orlando R. Kelms Home Page;Dr. Kelms webpage includes a rich source of listening materials for Spanish and Portuguese business courses. The site includes video clips containing the transcripts and translations of cultural interviews given by Latin American, Spanish and Brazilian executives. The Spanish site also includes video clips containing the transcripts and translations from various role-play scenarios for teaching Spanish to policemen and nurses. Additional materials include Spanish and Portuguese video clips of sample proficiency levels ranging from beginning to superior levels.;Collection;Spanish;Media;Website;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
77;https://www.merlot.org/merlot/viewMaterial.htm?id=75761;Mathematics and Statistics/Mathematics/Geometry and Topology/Euclidean Geometry;perspective,grid,wright,lloyd,different,isometric,oblique,drawing;3-D Drawing and Geometry (The Math Forum);This site relates a Frank Lloyd Wright house to various aspects of three dimensional geometry and uses it to motivate different geometrical drawing techniques. It includes an interactive applet.;Simulation;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
78;https://www.merlot.org/merlot/viewMaterial.htm?id=75771;Science and Technology/Information Technology/Application Development/Programming;A TUTORIAL ON POINTERS AND ARRAYS IN C;A TUTORIAL ON POINTERS AND ARRAYS IN C;This site provides an introduction to pointers and arrays in C.;Simulation;English;Medio bassa;Website;120;['College General Ed'];18;20;
79;https://www.merlot.org/merlot/viewMaterial.htm?id=75925;Science and Technology/Information Technology/Application Development/Programming;oriented;Object-Oriented Software Design and Construction with Java;Introductory site for Object oriented Programming in Java;Tutorial;English;Bassa;Website;0-30;['College General Ed'];18;20;
80;https://www.merlot.org/merlot/viewMaterial.htm?id=75542;Social Sciences/Psychology/Cognitive;illusions,experiment,psych,lab,printable;Muller Lyer Illusion Experiment;The Muller-Lyer illusion falls into the class of distortion illusions, specifically, this illusion distorts perception of size. This site provides a simulated experiment which collects data on the effects of the Muller Lyer Illusion. Ample text explains the illusion and supports the experiment. Personal, printable results are automatically generated for a person who participates in the online experiment. A Java plugin may be required for some systems. This experimental simulation is one component of the Internet Psych Lab (IPL).;Simulation;English;Medio bassa;Other;0-30;['College General Ed'];18;20;
81;https://www.merlot.org/merlot/viewMaterial.htm?id=77296;Humanities/History/Area Studies/Asia;mongol,web,life key,pages;The Mongols in World History;A sophisticated web site on the history and impact of the Mongols. Separate pages deal with such topics as the nature of nomadic life, key figures, the Mongol Conquests, and the impact of the Mongols on China and the world. An image gallery and set of historical maps as well as other class materials and readings add to the value of the site. That one of the leading experts on the Mongols, Morris Rosabe, was a consultant gives the site much creditability.;Reference Material;English;Medio bassa;;30-60;['High School', 'College General Ed'];14;20;
82;https://www.merlot.org/merlot/viewMaterial.htm?id=76002;Social Sciences/Psychology/Clinical and Counseling;quizzes,freud,growth,psychology;ABCs of Personal Growth: Online Psychology Tests;This site provides quizzes relating to aspects of personality and information related to self-help. The creator attempts to entice the vistor by stating This (ABCs of Personal Growth) site has several self-help quizzes to test your emotions, your spirituality, your thinking (cognitive), etc. Also a bit of fun (as well as learning) from the Are You Sigmund Freud quiz. Why not try a quiz now?... Show More;Quiz/Test;English;Medio bassa;;0-30;['College General Ed'];18;20;
83;https://www.merlot.org/merlot/viewMaterial.htm?id=377119;Science and Technology/Agriculture and Environmental Sciences/Animal Sciences;injury,animals,state,cattle,provides;Cattle Handling Safety;Cattle are responsible for about two-thirds of all injuries caused by farm animals. Researchers at Oklahoma State University found that one-half of those beef producers who sustained an injury while working cattle felt the primary cause of the injury event was human error. This videotape provides practical, on-site advice on how to avoid becoming an injury statistic. This tape will examine the best techniques for moving and working cattle... Show More;Presentation;English;Media;Video;0-30;['Middle School', 'High School', 'College General Ed'];11;20;
84;https://www.merlot.org/merlot/viewMaterial.htm?id=76097;Education/TeacherEd/Diversity and Multicultural Ed;student performance,question includes,assessment,national,subject,gender,questions;Science Questions: NAEP the Nations Report Card;Since being authorized by Congress in 1969, NAEPs mission has been to collect, analyze, and present reliable and valuable information about what the nations students know and can do. Both public and nonpublic school students in grades 4, 8, and 12 are sampled and assessed on a regular basis in core subject areas. In 1996 and 2000, student performance in science was assessed at grades 4, 8, and 12 on the national level. In 1996, the state-by-state assessment included eighth-grade students only. The 2000 state-by-state assessment expanded to include fourth-grade students as well as eighth-grade students. Sample questions actually used on the NAEP tests are now available. Each question includes the following: Performance Data, Content Classification, Scoring Guide/Key, Student Responses, and More Data (performance by race, gender, region, and socioeconomic status). By using these questions, classroom teachers who compare performance of students with national norms will now know whether or not they are doing a good job!;Quiz/Test;English;Media;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'Professional'];6;100;
85;https://www.merlot.org/merlot/viewMaterial.htm?id=75585;Business/Management/Strategy;decision,management,operations,lists;Applied Management Science;"Decision-Making is central to human activity. Thus, we are all decision-makers. However, a good decision making starts with a consecutive-focused-thinking process that encompasses many disciplines of study. This site offers information on applied management science and an introduction to general operations research. It describes deterministic; and probabilistic models; lists books on operations research and management science; and links to related Web sites.";Presentation;English;Medio bassa;Website;120;['College General Ed', 'Graduate School'];18;28;
86;https://www.merlot.org/merlot/viewMaterial.htm?id=75587;Academic Support Services/Faculty Development/Assessment;Impact of the Internet on Learning & Teaching;Impact of the Internet on Learning & Teaching;The site covers how to begin, how to operate, and how to make e-learning successful and enjoyable.;Presentation;English;Media;Website;120;['College General Ed', 'Graduate School'];18;28;
87;https://www.merlot.org/merlot/viewMaterial.htm?id=75520;Education/TeacherEd/Teaching Methods/Science;embryos,south,biology,mouse,chicken;Embryology for K12 Students;This web was made by Dr Mark A. Hill, a Lecturer in the School of Anatomy, University of New South Wales, and Head of the Cell Biology Laboratory. The purpose is to help the younger student (from K to 12) understand some of the basics of how an embryo grows. The links show movies of human embryo growth. The Other Embryos pages compare fly, worm, zebrafish, frog, chicken, mouse, rat, and rabbit devlopment.... Show More;Collection;English;Media;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed'];6;20;
88;https://www.merlot.org/merlot/viewMaterial.htm?id=75753;Humanities/World Languages/ESL or EFL;troublesome,study;The Phrasal Verb Dispenser;This ingenious interactive machine helps learners of ESL study phrasal verbs - a highly troublesome area of English.;Animation;English;Media;Shockwave;0-30;['College General Ed'];18;20;
